Date Collected,Station Name,Total Snow Depth (in),Ave Snow Depth (in),Ave Water Content (in),Ave Density (percent),Method,Precip Reading       (in)
31-Mar-97,Beaver Spring,,,,,NM,
31-Dec-96,Bowl Canyon,98.5,19.7,4.7,24,TS,
16-Jan-97,Bowl Canyon,194,38.8,9,23,TS,
30-Jan-97,Bowl Canyon,222.5,44.5,12.2,27,TS,14.6
13-Feb-97,Bowl Canyon,211,42.2,12.2,29,TS,15
27-Feb-97,Bowl Canyon,199.5,39.9,12.8,32,TS,16
03-Mar-97,Bowl Canyon,230,46,14.6,32,TS,
13-Mar-97,Bowl Canyon,188,37.6,12.9,34,TS,15.5
31-Mar-97,Bowl Canyon,70.5,14.1,6.1,43,TS,14.9
30-Dec-96,Fluted Rock,0,0,0,0,NSM,
21-Jan-97,Fluted Rock,86,17.2,3.9,23,TS,
30-Jan-97,Fluted Rock,93,18.6,5.4,29,TS,9.2
13-Feb-97,Fluted Rock,102,20.4,6.2,30,TS,
27-Feb-97,Fluted Rock,90.5,18.1,5.4,30,TS,
14-Mar-97,Fluted Rock,72.5,14.5,5.2,36,TS,10.7
31-Mar-97,Fluted Rock,0,0,0,0,NSM,
31-Dec-96,Hidden Valley,59,11.8,3.8,32,TS,9.46
15-Jan-97,Hidden Valley,,,,,NST,
30-Jan-97,Hidden Valley,161,32.2,10.2,32,TS,
13-Feb-97,Hidden Valley,169.5,33.9,10.8,32,TS,
27-Feb-97,Hidden Valley,166,33.2,10.4,31,TS,
14-Mar-97,Hidden Valley,156,31.2,10.9,35,TS,12.8
02-Apr-97,Hidden Valley,40.5,8.1,4,49,BS,12.77
30-Dec-96,Missionary Spring,0,0,0,0,NSM,9.6
16-Jan-97,Missionary Spring,82.5,16.5,3.6,22,TS,
30-Jan-97,Missionary Spring,110.5,22.1,5.6,25,TS,14.9
13-Feb-97,Missionary Spring,103,20.6,6.4,31,TS,15.5
27-Feb-97,Missionary Spring,96.5,19.3,6.9,36,TS,15.86
13-Mar-97,Missionary Spring,60,12,5.3,44,TS,
14-Mar-97,Missionary Spring,194,38.8,14.2,36,TS,14.79
31-Mar-97,Missionary Spring,0,0,0,0,NSM,
30-Dec-96,Tsaile I,29,5.8,1.7,29,BS,
13-Jan-97,Tsaile I,84,16.8,2.7,16,TS,
29-Jan-97,Tsaile I,129.5,25.9,7.1,27,TS,
12-Feb-97,Tsaile I,121,24.2,7.3,30,TS,
26-Feb-97,Tsaile I,123,24.6,7.9,32,TS,
13-Mar-97,Tsaile I,117,23.4,8.1,35,TS,
14-Mar-97,Tsaile I,156,31.2,10.9,35,TS,12.8
31-Mar-97,Tsaile I,0,0,0,0,NSM,
30-Dec-96,Tsaile IA,88.5,17.7,4.7,27,TS,10.85
13-Jan-97,Tsaile IA,158,31.6,7.4,23,TS,
29-Jan-97,Tsaile IA,204,40.8,10.8,26,TS,
12-Feb-97,Tsaile IA,189.5,37.9,11.8,31,TS,16.08
13-Feb-97,Tsaile IA,196,39.2,10,26,TS,16.2
26-Feb-97,Tsaile IA,192.5,38.5,11.7,30,TS,
13-Mar-97,Tsaile IA,180.5,36.1,12.2,34,TS,17.65
31-Mar-97,Tsaile IA,47.5,9.5,4.4,46,BS,17.6
30-Dec-96,Tsaile III,64,12.8,3.7,29,TS,10.21
13-Jan-97,Tsaile III,136,27.2,5.3,19,TS,
29-Jan-97,Tsaile III,196,39.2,10.6,27,TS,
12-Feb-97,Tsaile III,174,34.8,11,32,TS,15.3
26-Feb-97,Tsaile III,184.5,36.9,11.5,31,TS,16.75
13-Mar-97,Tsaile III,158,31.6,11.3,36,TS,16.71
31-Mar-97,Tsaile III,42.5,8.5,4.2,49,BS,16.9
31-Dec-96,Whiskey Creek,96.5,19.3,5.2,27,TS,
15-Jan-97,Whiskey Creek,,,,,NST,
30-Jan-97,Whiskey Creek,226,45.2,13.1,29,TS,
13-Feb-97,Whiskey Creek,221,44.2,13.8,31,TS,14.1
27-Feb-97,Whiskey Creek,222.5,44.5,14,31,TS,
14-Mar-97,Whiskey Creek,194,38.8,14.2,37,TS,14.79
02-Apr-97,Whiskey Creek,82.5,16.5,6.9,42,TS,14.76
01-Jan-97,White Clay,,,,,NST,
15-Jan-97,White Clay,,,,,NST,
03-Feb-97,White Clay,96,19.2,5.6,29,TS,10.7
14-Feb-97,White Clay,98.5,19.7,5.2,26,TS,11.3
27-Feb-97,White Clay,88.5,17.7,5.4,31,TS,11.6
14-Mar-97,White Clay,35.5,7.1,2.6,37,BS,11.83
01-Apr-97,White Clay,,,,,NST,
01-Jan-97,Wind Rock Valley,,,,,NST,
15-Jan-97,Wind Rock Valley,,,,,NST,
01-Feb-97,Wind Rock Valley,,,,,NST,
15-Feb-97,Wind Rock Valley,,,,,NST,
04-Mar-97,Wind Rock Valley,83.5,16.7,5.3,32,TS,9.3
15-Mar-97,Wind Rock Valley,,,,,NST,
01-Apr-97,Wind Rock Valley,,,,,NST,
30-Dec-97,Arbab's Forest,67,13.4,3,22,TS,
13-Jan-98,Arbab's Forest,76,15.2,3.4,22,TS,
28-Jan-98,Arbab's Forest,66,13.2,3.8,29,TS,
12-Feb-98,Arbab's Forest,80,16,4.8,30,TS,
26-Feb-98,Arbab's Forest,95,19,6,32,TS,
11-Mar-98,Arbab's Forest,70,14,4.2,30,TS,
30-Mar-98,Arbab's Forest,30,6,2,33,TS,
02-Jan-98,Beaver Spring,96.5,19.3,4.7,24,TS,8.75
14-Jan-98,Beaver Spring,151,30.2,7.3,24,TS,
28-Jan-98,Beaver Spring,131.5,26.3,7.7,29,TS,11.18
12-Feb-98,Beaver Spring,,,,,NST,
26-Feb-98,Beaver Spring,234.5,46.9,12.1,26,TS,
13-Mar-98,Beaver Spring,203,40.6,13.1,32,TS,16.28
31-Mar-98,Beaver Spring,241.5,48.3,14.3,30,TS,19.46
30-Dec-97,Bowl Canyon,127.5,25.5,5.8,23,TS,7.9
15-Jan-98,Bowl Canyon,144,28.8,7.1,25,TS,10.3
28-Jan-98,Bowl Canyon,135.5,27.1,7.2,27,TS,10.2
12-Feb-98,Bowl Canyon,180.5,36.1,8.4,23,TS,12.1
26-Feb-98,Bowl Canyon,210.5,42.1,11.2,27,TS,14.5
12-Mar-98,Bowl Canyon,185,37,11.9,32,TS,14.5
31-Mar-98,Bowl Canyon,185.5,37.1,11.6,31,TS,16.9
30-Dec-97,Fluted Rock,76,15.2,4,26,TS,8
13-Jan-98,Fluted Rock,84,16.8,4.6,27,TS,8.7
28-Jan-98,Fluted Rock,81,16.2,4.4,27,TS,8.1
12-Feb-98,Fluted Rock,114,22.8,5.2,23,TS,10.2
26-Feb-98,Fluted Rock,140,28,7.8,28,TS,
11-Mar-98,Fluted Rock,122,24.4,7.6,31,TS,10
31-Mar-98,Fluted Rock,56,11.2,3.4,30,TS,12.5
02-Jan-98,Hidden Valley,88.5,17.7,4.8,27,TS,7.1
14-Jan-98,Hidden Valley,133.5,26.7,6.7,25,TS,13.65
28-Jan-98,Hidden Valley,128.5,25.7,7.4,29,TS,8.8
12-Feb-98,Hidden Valley,179,35.8,9.7,27,TS,
26-Feb-98,Hidden Valley,213,42.6,11.6,27,TS,11.5
11-Mar-98,Hidden Valley,198.5,39.7,12.8,32,TS,11.5
30-Mar-98,Hidden Valley,168.5,33.7,10.9,32,TS,13.15
29-Dec-97,Missionary Spring,81.5,16.3,3.4,21,TS,7.5
15-Jan-98,Missionary Spring,88.5,17.7,4.5,25,TS,8.4
28-Jan-98,Missionary Spring,77,15.4,4.3,28,TS,8.9
12-Feb-98,Missionary Spring,113.5,22.7,6,26,TS,9.9
26-Feb-98,Missionary Spring,120,24,6.5,27,TS,11.5
12-Mar-98,Missionary Spring,97.5,19.5,7,36,TS,11.7
31-Mar-98,Missionary Spring,23,4.6,1.6,35,BS,13.9
31-Dec-97,Tsaile I,93.5,18.7,4.4,24,TS,
13-Jan-98,Tsaile I,128,25.6,5.4,21,TS,
29-Jan-98,Tsaile I,119,23.8,5.8,24,TS,13.73
13-Feb-98,Tsaile I,163,32.6,8,25,TS,16.2
26-Feb-98,Tsaile I,,,,,NST,
12-Mar-98,Tsaile I,162,32.4,9.9,31,TS,19.09
31-Mar-98,Tsaile I,126.5,25.3,7.1,28,TS,22.65
30-Dec-97,Tsaile IA,88.5,17.7,4.7,27,TS,10.85
31-Dec-97,Tsaile IA,115.5,23.1,5.6,24,TS,11.3
13-Jan-98,Tsaile IA,157,31.4,7.2,23,TS,14.25
29-Jan-98,Tsaile IA,144.5,28.9,7.6,26,TS,13.73
15-Feb-98,Tsaile IA,,,,,NST,
01-Mar-98,Tsaile IA,,,,,NST,
12-Mar-98,Tsaile IA,213,42.6,12.5,29,TS,19.09
31-Mar-98,Tsaile IA,199,39.8,11.8,30,TS,22.65
31-Dec-97,Tsaile III,108.5,21.7,5.7,26,TS,10.12
13-Jan-98,Tsaile III,153,30.6,7.3,24,TS,11.75
29-Jan-98,Tsaile III,137.5,27.5,7.8,28,TS,12.3
13-Feb-98,Tsaile III,192.5,38.5,10.3,27,TS,13.97
26-Feb-98,Tsaile III,,,,,NST,
12-Mar-98,Tsaile III,207.5,41.5,13.7,33,TS,18.58
31-Mar-98,Tsaile III,207.5,41.5,12.7,31,TS,19.12
30-Dec-97,Whiskey Creek,108.5,21.7,5.3,24,TS,7.7
14-Jan-98,Whiskey Creek,137.5,27.5,6.9,25,TS,9.02
28-Jan-98,Whiskey Creek,132,26.4,7.7,29,TS,9.15
13-Feb-98,Whiskey Creek,174.5,34.9,9.7,28,TS,11.45
26-Feb-98,Whiskey Creek,213,42.6,11.4,27,TS,10.5
11-Mar-98,Whiskey Creek,196.5,39.3,12.8,33,TS,11.9
30-Mar-98,Whiskey Creek,189.5,37.9,12.1,32,TS,13.5
31-Dec-97,White Clay,37,7.4,2,27,TS,
14-Jan-98,White Clay,63,12.6,3.8,30,TS,
29-Jan-98,White Clay,50,10,2.6,26,TS,
15-Feb-98,White Clay,,,,,NST,
27-Feb-98,White Clay,112,22.4,6.2,28,TS,
12-Mar-98,White Clay,81,16.2,5.6,35,TS,
01-Apr-98,White Clay,,,,,NST,
01-Jan-98,Wind Rock Valley,,,,,NST,
08-Jan-98,Wind Rock Valley,55,11,2.5,23,TS,6.8
01-Feb-98,Wind Rock Valley,,,,,NST,
15-Feb-98,Wind Rock Valley,,,,,NST,
01-Mar-98,Wind Rock Valley,,,,,NST,
15-Mar-98,Wind Rock Valley,,,,,NST,
01-Apr-98,Wind Rock Valley,,,,,NST,
29-Dec-98,Arbab's Forest,0,0,0,0,NSM,
16-Jan-99,Arbab's Forest,0,0,0,0,NSM,
27-Jan-99,Arbab's Forest,0,0,0,0,NSM,
11-Feb-99,Arbab's Forest,0,0,0,0,NSM,
03-Mar-99,Arbab's Forest,0,0,0,0,NSM,
15-Mar-99,Arbab's Forest,0,0,0,0,NSM,
31-Mar-99,Arbab's Forest,0,0,0,0,NSM,
30-Dec-98,Beaver Spring,64,12.5,3.9,30,TS,
14-Jan-99,Beaver Spring,72,14.4,4.2,29,TS,
27-Jan-99,Beaver Spring,83,16.6,4.4,26,TS,
12-Feb-99,Beaver Spring,99,19.8,6.1,31,TS,
01-Mar-99,Beaver Spring,,,,,NST,
16-Mar-99,Beaver Spring,16,3.2,0.8,47,BS,
31-Mar-99,Beaver Spring,0,0,0,0,NSM,
29-Dec-98,Bowl Canyon,67.5,13.5,3.4,25,TS,
15-Jan-99,Bowl Canyon,69.5,13.9,3.7,27,TS,
28-Jan-99,Bowl Canyon,83,16.6,4.5,27,TS,
11-Feb-99,Bowl Canyon,101.5,20.3,4.5,22,TS,
01-Mar-99,Bowl Canyon,,,,,NST,
16-Mar-99,Bowl Canyon,39.5,7.9,2.4,30,BS,
31-Mar-99,Bowl Canyon,0,0,0,0,NSM,
29-Dec-98,Fluted Rock,0,0,0,0,NSM,
16-Jan-99,Fluted Rock,0,0,0,0,NSM,
27-Jan-99,Fluted Rock,0,0,0,0,NSM,
11-Feb-99,Fluted Rock,6.5,1.3,0.2,15,BS,
03-Mar-99,Fluted Rock,0,0,0,0,NSM,
15-Mar-99,Fluted Rock,0,0,0,0,NSM,
31-Mar-99,Fluted Rock,0,0,0,0,NSM,
30-Dec-98,Hidden Valley,38,7.6,1.5,20,BS,
14-Jan-99,Hidden Valley,43.5,8.7,2.1,24,BS,
28-Jan-99,Hidden Valley,50,10,2.7,27,BS,
12-Feb-99,Hidden Valley,47,9.4,2.9,31,BS,
02-Mar-99,Hidden Valley,7,1.4,1,71,BS,
15-Mar-99,Hidden Valley,0,0,0,0,NSM,
31-Mar-99,Hidden Valley,0,0,0,0,NSM,
29-Dec-98,Missionary Spring,12.5,2.5,0.6,24,BS,
15-Jan-99,Missionary Spring,0,0,0,0,NSM,
28-Jan-99,Missionary Spring,0,0,0,0,NSM,
09-Feb-99,Missionary Spring,0,0,0,0,NSM,
01-Mar-99,Missionary Spring,,,,,NST,
15-Mar-99,Missionary Spring,0,0,0,0,NSM,
31-Mar-99,Missionary Spring,0,0,0,0,NSM,
29-Dec-98,Tsaile I,48.5,9.7,2,21,BS,
13-Jan-99,Tsaile I,51,6.2,2.5,25,BS,
27-Jan-99,Tsaile I,62.5,12.5,3.3,26,TS,
11-Feb-99,Tsaile I,66.5,13.3,3.3,25,TS,
01-Mar-99,Tsaile I,12,2.4,1.7,71,BS,
15-Mar-99,Tsaile I,0,0,0,0,NSM,
31-Mar-99,Tsaile I,0,0,0,0,NSM,
29-Dec-98,Tsaile IA,105,21,5.5,26,TS,
13-Jan-99,Tsaile IA,113.5,22.7,5.7,25,TS,
01-Feb-99,Tsaile IA,,,,,NST,
11-Feb-99,Tsaile IA,148,29.6,6.9,23,TS,
01-Mar-99,Tsaile IA,120,24,6.7,28,TS,
15-Mar-99,Tsaile IA,,,,,NST,
31-Mar-99,Tsaile IA,0,0,0,0,NSM,
27-Dec-98,Tsaile III,69.5,13.9,3.8,27,TS,
13-Jan-99,Tsaile III,69,13.8,3.8,28,BS,
27-Jan-99,Tsaile III,89,17.8,4.5,25,TS,
11-Feb-99,Tsaile III,97,19.4,5.1,26,TS,
01-Mar-99,Tsaile III,54.5,10.9,4,37,BS,
15-Mar-99,Tsaile III,29.5,5.9,0.9,15,BS,
31-Mar-99,Tsaile III,0,0,0,0,NSM,
29-Dec-98,Whiskey Creek,63.5,12.7,3.1,24,TS,
14-Jan-99,Whiskey Creek,68.5,13.7,3.7,27,TS,
28-Jan-99,Whiskey Creek,82,16.4,4.8,29,TS,
11-Feb-99,Whiskey Creek,96.5,19.3,4.5,23,BS,
01-Mar-99,Whiskey Creek,,,,,NST,
16-Mar-99,Whiskey Creek,38.5,7.7,2.1,27,BS,
31-Mar-99,Whiskey Creek,0,0,0,0,NSM,
30-Dec-99,Arbab's Forest,9,1.8,0.2,11,BS,
13-Jan-00,Arbab's Forest,14,2.8,0.6,21,BS,
31-Jan-00,Arbab's Forest,15.5,3.1,0.4,13,BS,
15-Feb-00,Arbab's Forest,0,0,0,0,NSM,
29-Feb-00,Arbab's Forest,0,0,0,0,NSM,
15-Mar-00,Arbab's Forest,0,0,0,0,NSM,
30-Mar-00,Arbab's Forest,0,0,0,0,NSM,
29-Dec-99,Beaver Spring,19.5,3.9,0.6,15,BS,
13-Jan-00,Beaver Spring,44.5,8.9,1.9,21,BS,
31-Jan-00,Beaver Spring,97,19.4,3.7,19,TS,
14-Feb-00,Beaver Spring,83.5,16.7,4.7,28,TS,
28-Feb-00,Beaver Spring,87.5,17.5,5.3,30,TS,
14-Mar-00,Beaver Spring,87,17.4,6.2,36,TS,
30-Mar-00,Beaver Spring,96,19.2,6.3,33,TS,
30-Dec-99,Bowl Canyon,33.5,6.7,0.8,12,BS,
13-Jan-00,Bowl Canyon,51.5,10.3,2.7,26,TS ,
01-Feb-00,Bowl Canyon,92.5,18.5,4.2,23,TS ,
15-Feb-00,Bowl Canyon,82.5,16.5,4.2,25,TS ,
29-Feb-00,Bowl Canyon,93.5,18.7,5.5,29,TS ,
15-Mar-00,Bowl Canyon,98,19.6,6.9,35,TS ,
30-Mar-00,Bowl Canyon,101,20.2,6.6,33,TS ,
30-Dec-99,Fluted Rock,0,0,0,0,NSM,
13-Jan-00,Fluted Rock,11,2.2,0.4,18,BS,
31-Jan-00,Fluted Rock,29.5,5.9,0.6,10,BS,
15-Feb-00,Fluted Rock,0,0,0,0,NSM,
29-Feb-00,Fluted Rock,0,0,0,0,NSM,
15-Mar-00,Fluted Rock,0,0,0,0,NSM,
30-Mar-00,Fluted Rock,0,0,0,0,NSM,
29-Dec-99,Hidden Valley,17,3.4,0.4,12,BS,
14-Jan-00,Hidden Valley,31.5,6.3,1.1,17,BS,
01-Feb-00,Hidden Valley,57,11.4,1.9,17,TS,
15-Feb-00,Hidden Valley,42,8.4,2.6,31,BS,
29-Feb-00,Hidden Valley,45.5,9.1,2.8,31,BS,
15-Mar-00,Hidden Valley,53,10.6,4.3,41,BS,
31-Mar-00,Hidden Valley,64.5,12.9,4,31,TS,
30-Dec-99,Missionary Spring,18,3.6,0.6,17,BS,
14-Jan-00,Missionary Spring,27,5.4,1.2,22,BS,
31-Jan-00,Missionary Spring,12.5,2.5,0.4,16,BS,
15-Feb-00,Missionary Spring,0,0,0,0,NSM,
29-Feb-00,Missionary Spring,4.5,0.9,0.2,22,BS,
15-Mar-00,Missionary Spring,0,0,0,0,NSM,
31-Mar-00,Missionary Spring,,,,,NST,
29-Dec-99,Tsaile I,32.5,6.5,0.9,14,BS,
13-Jan-00,Tsaile I,55,11,2,18,TS,
02-Feb-00,Tsaile I,76.5,15.3,3.2,21,TS,
14-Feb-00,Tsaile I,46.5,9.3,3.1,33,TS,
28-Feb-00,Tsaile I,42.5,8.5,2.6,31,BS,
14-Mar-00,Tsaile I,41,8.2,2.7,33,BS,
30-Mar-00,Tsaile I,31,6.2,1.6,26,BS,
29-Dec-99,Tsaile IA,48,9.6,1.5,16,BS,
13-Jan-00,Tsaile IA,78.5,15.7,3.1,20,TS,
01-Feb-00,Tsaile IA,126,25.2,5.6,22,TS,
14-Feb-00,Tsaile IA,110,22,5.9,27,TS,
28-Feb-00,Tsaile IA,115.5,23.1,6.5,28,TS,
14-Mar-00,Tsaile IA,122,24.4,7.3,30,TS,
30-Mar-00,Tsaile IA,120,24,7.5,31,TS,
29-Dec-99,Tsaile III,37.5,7.5,1.1,15,BS,
13-Jan-00,Tsaile III,69,13.8,3,22,TS,
31-Jan-00,Tsaile III,120,24,5.3,22,TS,
14-Feb-00,Tsaile III,104.5,20.9,6.1,29,TS,
28-Feb-00,Tsaile III,106,21.2,6.7,32,TS,
14-Mar-00,Tsaile III,102,20.4,7.6,37,TS,
30-Mar-00,Tsaile III,106,21.2,7.3,34,TS,
29-Dec-99,Whiskey Creek,29.5,5.9,0.8,14,BS,
13-Jan-00,Whiskey Creek,48.5,9.7,2.5,26,TS,
01-Feb-00,Whiskey Creek,84,16.8,3.9,23,TS,
15-Feb-00,Whiskey Creek,79.5,15.9,4.8,30,TS,
29-Feb-00,Whiskey Creek,100.5,20.1,5.9,29,TS,
15-Mar-00,Whiskey Creek,104,20.8,7,34,TS,
30-Mar-00,Whiskey Creek,127.5,25.5,9.2,36,TS,
02-Jan-01,Arbab's Forest,0,0,0,0,NSM,9.3
16-Jan-01,Arbab's Forest,20,4,0.5,13,BS,9.9
01-Feb-01,Arbab's Forest,73,14.6,2.1,14,TS,11.38
15-Feb-01,Arbab's Forest,66,13.2,2.9,22,TS,12.46
28-Feb-01,Arbab's Forest,68.5,13.7,3.3,24,TS,13.1
14-Mar-01,Arbab's Forest,55.5,11.1,3.5,32,TS,14.22
29-Mar-01,Arbab's Forest,0,0,0,0,NSM,14.5
01-Jan-01,Beaver Spring,,,,,NST,
17-Jan-01,Beaver Spring,94.5,18.9,3.4,18,TS,10.6
01-Feb-01,Beaver Spring,,,,,NST,
15-Feb-01,Beaver Spring,,,,,NST,
01-Mar-01,Beaver Spring,,,,,NST,
14-Mar-01,Beaver Spring,172.5,34.5,10.3,30,TS,17.87
30-Mar-01,Beaver Spring,99,19.8,7.5,38,TS,18.01
03-Jan-01,Bowl Canyon,57.5,11.5,2.8,24,TS,11.8
16-Jan-01,Bowl Canyon,90.5,18.1,3.7,20,TS,12.35
01-Feb-01,Bowl Canyon,145.5,29.1,6,21,TS,14
15-Feb-01,Bowl Canyon,158.5,31.7,7.6,24,TS,15.3
01-Mar-01,Bowl Canyon,165.5,33.1,8.7,26,TS,15.9
15-Mar-01,Bowl Canyon,176.5,35.3,10.7,30,TS,17.4
30-Mar-01,Bowl Canyon,108,21.6,8.4,39,TS,17.9
02-Jan-01,Fluted Rock,0,0,0,0,NSM,5.3
16-Jan-01,Fluted Rock,19.3,3.9,0.6,14,BS,5.65
01-Feb-01,Fluted Rock,87,17.4,2.9,17,TS,6.82
15-Feb-01,Fluted Rock,80,16,3.7,23,TS,7.4
28-Feb-01,Fluted Rock,80,16,4.5,28,TS,7.9
14-Mar-01,Fluted Rock,87,17.4,5.9,34,TS,9.15
29-Mar-01,Fluted Rock,17.5,3.5,1.4,40,BS,9.3
28-Dec-01,Hidden Valley,62.5,12.5,3.2,26,TS,8.5
02-Jan-01,Hidden Valley,39.5,7.9,1.6,20,BS,5.9
17-Jan-01,Hidden Valley,76.5,15.3,2.5,16,TS,6.2
01-Feb-01,Hidden Valley,,,,,NST,
14-Feb-01,Hidden Valley,120.5,24.1,5.7,24,TS,7.6
01-Mar-01,Hidden Valley,131,26.2,6.9,26,TS,7.95
14-Mar-01,Hidden Valley,137,27.4,8.6,31,TS,8.41
02-Apr-01,Hidden Valley,44.5,8.9,3.2,36,BS,8.95
03-Jan-01,Missionary Spring,18,3.6,0.7,19,BS,6.5
17-Jan-01,Missionary Spring,55.5,11.1,1.8,16,BS,7.25
01-Feb-01,Missionary Spring,107.5,21.5,5.3,25,TS,8.75
15-Feb-01,Missionary Spring,97,19.4,5.3,27,TS,10
28-Feb-01,Missionary Spring,78,15.6,5.9,38,TS,10.5
14-Mar-01,Missionary Spring,75,15,6.1,41,TS,11.65
29-Mar-01,Missionary Spring,12,2.4,1.2,50,BS,12
02-Jan-01,Tsaile I,30.5,6.1,1,16,BS,12.6
16-Jan-01,Tsaile I,73,14.6,1.9,13,TS,13.59
01-Feb-01,Tsaile I,131.5,26.3,4.7,18,TS,15.84
15-Feb-01,Tsaile I,,,,,NST,
02-Mar-01,Tsaile I,131,26.2,7.2,27,TS,18.65
15-Mar-01,Tsaile I,113.5,22.7,8,35,TS,19.95
30-Mar-01,Tsaile I,41,8.2,3.5,43,BS,20.88
02-Jan-01,Tsaile IA,59.5,11.9,1.6,13,TS,12.6
16-Jan-01,Tsaile IA,109,21.8,3.4,16,TS,13.59
01-Feb-01,Tsaile IA,180.5,36.1,6.3,17,TS,15.84
15-Feb-01,Tsaile IA,,,,,NST,
02-Mar-01,Tsaile IA,197.5,39.5,9.9,25,TS,18.65
15-Mar-01,Tsaile IA,173.5,34.7,10.3,30,TS,19.95
30-Mar-01,Tsaile IA,100,20,6.9,34,TS,20.88
02-Jan-01,Tsaile III,61,12.2,2.7,22,BS,15.3
16-Jan-01,Tsaile III,106,21.2,4,19,TS,16.15
01-Feb-01,Tsaile III,155.5,31.1,6.3,20,TS,17.59
15-Feb-01,Tsaile III,,,,,NST,
02-Mar-01,Tsaile III,176,35.2,9.4,27,TS,20.2
15-Mar-01,Tsaile III,153.5,30.7,10,33,TS,22.01
30-Mar-01,Tsaile III,74,14.8,5.5,37,TS,22.22
03-Jan-01,Whiskey Creek,64.5,12.9,2.8,22,TS,11.07
16-Jan-01,Whiskey Creek,91,18.2,4.3,24,TS,11.3
31-Jan-01,Whiskey Creek,154,30.8,6.5,21,TS,13
15-Feb-01,Whiskey Creek,166.5,33.3,8.9,27,TS,13.73
01-Mar-01,Whiskey Creek,175,35,9.3,27,TS,14.4
15-Mar-01,Whiskey Creek,169,33.8,10,30,TS,15.43
02-Apr-01,Whiskey Creek,78.5,15.7,6.2,39,TS,15.77
26-Dec-01,Arbab's Forest,36,7.2,1.4,19,TS,5.09
14-Jan-02,Arbab's Forest,36,7.2,1.6,22,BS,5.68
31-Jan-02,Arbab's Forest,40.5,8.1,1.6,20,BS,6.05
13-Feb-02,Arbab's Forest,28,5.6,1.4,25,BS,5.9
28-Feb-02,Arbab's Forest,14,2.8,0.8,29,BS,
14-Mar-02,Arbab's Forest,0,0,0,0,NSM,6.25
25-Mar-02,Arbab's Forest,0,0,0,0,NSM,6.69
28-Dec-01,Beaver Spring,71,14.2,3.5,25,TS,9.6
16-Jan-02,Beaver Spring,82.5,16.5,4.4,27,TS,11.52
31-Jan-02,Beaver Spring,93,18.6,4.1,22,TS,11.5
14-Feb-02,Beaver Spring,77,15.4,4.4,29,TS,11.7
27-Feb-02,Beaver Spring,77,15.4,4.2,27,TS,12.3
15-Mar-02,Beaver Spring,,,,,NST,
28-Mar-02,Beaver Spring,0,0,0,0,NSM,13
27-Dec-01,Bowl Canyon,78.5,15.7,3.5,22,TS,7.3
14-Jan-02,Bowl Canyon,86,17.2,4.3,25,TS,10.2
30-Jan-02,Bowl Canyon,104,20.8,4.3,21,TS,10.43
13-Feb-02,Bowl Canyon,94,18.8,4.2,22,TS,10.5
28-Feb-02,Bowl Canyon,92.5,18.5,4.8,26,TS,10.7
13-Mar-02,Bowl Canyon,71.5,14.3,3.3,23,TS,9.8
25-Mar-02,Bowl Canyon,30.5,6.1,1.8,30,BS,11.1
26-Dec-01,Fluted Rock,44.5,8.9,1.6,18,BS,5.14
14-Jan-02,Fluted Rock,44.5,8.9,2,23,TS,5.67
31-Jan-02,Fluted Rock,53,10.6,2.2,21,BS,15.5
13-Feb-02,Fluted Rock,44,8.8,2,23,TS,5.8
28-Feb-02,Fluted Rock,27.5,5.5,1.2,22,BS,5.8
14-Mar-02,Fluted Rock,0,0,0,0,NSM,6
25-Mar-02,Fluted Rock,0,0,0,0,NSM,6.2
28-Dec-01,Hidden Valley,62.5,12.5,3.2,26,TS,8.5
16-Jan-02,Hidden Valley,77.5,15.5,3.5,23,TS,9
31-Jan-02,Hidden Valley,91,18.2,3.9,21,TS,9.1
13-Feb-02,Hidden Valley,74,14.8,4,27,TS,9.2
27-Feb-02,Hidden Valley,67.5,13.5,3.5,26,TS,9.35
15-Mar-02,Hidden Valley,28,5.6,1.7,30,TS,9.5
27-Mar-02,Hidden Valley,0,0,0,0,NSM,9.8
27-Dec-01,Missionary Spring,47,9.4,1.9,20,BS,
14-Jan-02,Missionary Spring,42.5,8.5,1.3,15,BS,5.2
01-Feb-02,Missionary Spring,51.5,10.3,2.8,27,BS,
13-Feb-02,Missionary Spring,39.5,7.9,2.3,29,BS,6.4
28-Feb-02,Missionary Spring,17,3.4,1.1,32,BS,6.51
13-Mar-02,Missionary Spring,0,0,0,0,NSM,6.73
25-Mar-02,Missionary Spring,0,0,0,0,NSM,6.9
26-Dec-01,Tsaile I,63.5,12.7,3,24,TS,9.2
01-Jan-02,Tsaile I,71.5,14.3,3.3,23,TS,
15-Jan-02,Tsaile I,71,14.2,3.2,23,TS,10.15
01-Feb-02,Tsaile I,71.5,14.3,3.3,23,TS,
14-Feb-02,Tsaile I,62.5,12.5,3.2,26,TS,
28-Feb-02,Tsaile I,53,10.6,2.9,27,TS,
14-Mar-02,Tsaile I,16,3.2,0.8,25,BS,
26-Mar-02,Tsaile I,0,0,0,0,NSM,
26-Dec-01,Tsaile IA,81.5,16.3,3.7,23,TS,
15-Jan-02,Tsaile IA,100,20,4.9,25,TS,10.15
01-Feb-02,Tsaile IA,107,21.4,4.6,21,TS,9.5
14-Feb-02,Tsaile IA,102,20.4,4.6,23,TS,10.3
27-Feb-02,Tsaile IA,107,21.4,4.9,23,TS,10.78
